"RegionName","State","Metro","CountyName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08"
"Mt Morris Township","MI","Flint","Genesee",3413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69900,69900,64900,74900,79900,79900,79900,77450,79900,79900,79900,77450,72000,73500,79000
"Cody","WY",,"Park",3414,289000,275000,272450,275000,273500,278900,285250,289500,291000,298958,298000,292000,299000,285000,282450,279250,279500,276500,274900,269585,274900,276000,289000,276000,285000,274950,278000,280500,285000,296750,295000,289950,275000,275000,259900,265000,247000,245000,259900,259900,267950,268700,257000,259950,272450,259000,259000,248750,262500,269000,293750,295000,295000,311250,325000,327000,345000,329000,330000,329000,328000,299000,299000,309500,326500,329000,326500,339000,339000,342500,345000,342950,351950,337000,329499.5,329849.5,335000,329900,347250,339000,339450,329000,328500,319450,334900,339000,350000,345000,342500,348500,369450,384950
"Orinda","CA","San Francisco","Contra Costa",3415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1781500,1495000,1495000,1495000,1499000,1550000,1565888,1579500,1537500,1672500,1716500,1624500,1780000,1722000,1695000,1649500,1625000,1737000,1649500
"Spring Hill","TN","Nashville","Maury",3416,186400,184900,179500,179900,179900,176400,179900,179999.5,189900,189900,189000,179971,178000,179900,174900,179900,179987,179900,179900,179900,179900,179900,179900,179900,182990,184900,174900,189900,184990,189000,189900,189900,185000,189950,205250,207500,2e+05,219450,212900,233945,229000,228200,233612.5,239900,239900,243990,239990,253990,249990,248112.5,249900,239900,239130,236990,239900,235000,238499,234000,243249.5,249445,245900,249999.5,259945,255445,249900,256900,259900,259900,269900,263990,260000,264990,276696,289000,287500,274900,283990,279450,274172.5,269900,258900,264945,254900,258900,249937.5,259900,274900,297450,307490,311995,313450,305000
"Escanaba","MI","Escanaba","Delta",3417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89900,105000,110950,112500,109900,114000,115000,113000,113900,113000,113000,109900,110000,114400,112500,116950,116900
"North East","MD","Philadelphia","Cecil",3417,249450,249450,235000,239450,242400,239900,237500,224900,239450,237500,246450,235950,232950,239950,235900,235900,239945,249900,249900,239945,239945,239900,230000,224999,234900,249450,244900,245000,245000,249900,254490,269990,259490,254990,262990,247990,268990,269990,276990,279990,301990,304729,305492.5,313490,325742,320897.5,322404,329158,319540,272836.5,269000,270289,266436,269999,268796,269809,286231.5,281070,281574,280327.5,292985,277074,276255,281490,279632,279632,277724,274900,281234,280472,283296,282318,286327,293542,294405,295590,294906,297365,294751.5,296942,295903,298417,296008,296397.5,294570.5,277423,279156,280376.5,279886.5,279873,280565,280796
"Chino Valley","AZ","Prescott","Yavapai",3419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246000,244900,250000,250000,247000,239900,246500,249900,246450,240000,240977.5,249450,248500,239900,250397,249900,248450,255000,269450,251500,257900,255000,245750,241758,239900,239200,237680.5,235000,239000,240655,239900,261500,260750,267900,267450,270000,265000,259900,262450,270000,279950,285000,295890,287000,295000,300922
"South Daytona","FL","Daytona Beach","Volusia",3419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114900,109900,119900,119450,114450,99949.5,99900,109900,104900,109400,117500,119500,118250,120000,119000,124950,119000,110000,123200,127500,126200,131777,132838.5,139000,149900,147450,145000,149900,149900,154900,162400,159900,163450,171000,161900,155000,159900,164995,164900,166400,165450,164900,165450,170000,178000,181900
"Lincolnwood","IL","Chicago","Cook",3421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359000,369000,414000,427000,419388.5,399770,414500,398000,398000,399770,425000,399900,427450,407040,425000,399900,399000,429950,426000,424000,425000,425000,399900,4e+05,431000,449450,450000,419000,425000,434500,429000,430000,469000,454910,449900,449000,449000,399950,389000,399950,427000,464000,435000,448000,429000,424900
"New Castle","IN","New Castle","Henry",3422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65450,65000,64000,64900,64200,59900,56900,54925,54950,54700,49950,50000,58450,59950,59900,55000,52500,52450,54900,49900,49900,49900,54900,59900,59900,58500,59200,59900,64900,59900,51450,51450,49000,49900,51700,59001,64900,64900,59900
"Panama City Beach","FL","Panama City","Bay",3423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249999.5,249000,249900,249900,249900,274900,269000,269900,274000,274900,284900,280500,275000,280000,279900,283990,278000,269900,276900,275990,279500,279000,282990,286651,281900,279900,278990,279900,279900,299000,299000,302163,310000,313900,314900,315000,310900,309000,309000,309000,329000,324950,324900,312995,315000,320000,319950
"Lincoln","RI","Providence","Providence",3424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363000,348500,347450,324900,307450,307450,292700,297000,295000,329900,369200,379900,369900,349900,379000,332400,344000,324000,336950,319000,324450,359000,368900,379900,387450,354900
"Whitehouse","TX","Tyler","Smith",3425,169900,169900,169900,169450,169000,175450,164000,159999,157450,154500,154500,144900,149500,149700,156450,161000,161500,169000,169700,169900,169900,169900,179500,169900,169900,175000,172450,164900,168700,169900,164900,157500,155400,159900,162500,159900,179900,177400,182500,179500,181250,179950,185000,185750,189000,189900,183750,181200,169900,182500,182500,179500,181000,189900,177750,187400,210000,193000,176400,176400,165000,166950,174900,177900,189000,173400,179900,187000,198000,197750,197500,197750,182900,174500,174500,179700,184950,184900,189500,194700,192450,203750,2e+05,208700,199900,199900,201250,208250,209745,209250,199900,199900
"Lincoln Township","MI","Niles","Berrien",3426,264900,267400,264900,273700,264949.5,260449.5,269700,259900,254000,244400,239900,243950,239900,225900,224900,224900,224900,219700,204900,199900,198900,199900,214900,194900,189500,189700,199000,196450,224900,214900,197000,199900,194000,194499.5,199900,199900,209900,219900,239900,245900,249450,249000,244900,209900,204450,215000,217400,209900,227400,204900,229900,217250,224900,239000,229450,229500,226950,229000,247400,229900,226950,259900,261200,264950,259900,262400,279900,264900,252400,249900,249700,256950,256950,259900,287400,289900,289900,266950,259450,245000,234000,245000,249900,269450,279450,279900,285000,279900,282450,299900,299900,286950
"North Providence","RI","Providence","Providence",3427,174900,174950,174950,175000,169000,170950,176950,184900,189000,179900,179900,170000,164500,159900,159900,169500,169900,169900,169900,164500,166400,169000,160000,159900,159900,149900,156900,157400,159900,174900,172500,170000,169900,169000,168300,169000,167000,159900,159000,160000,169900,169900,169900,174950,174900,179900,175000,179900,169900,169900,169900,174900,185000,179900,179900,179000,179900,179900,169900,169949.5,169900,179900,169900,182450,189900,199000,199900,2e+05,199900,199900,199900,199900,202200.5,189000,184950,189000,189000,190000,192400,192900,193450,189900,187450,186450,189900,199000,184900,209450,220000,219900,219800,220000
"Parsons","KS","Parsons","Labette",3428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63000,54900,56900,59000,54950,56000,58000,59700,55900,55000,51900,55900,62900,64900,62500,59234,59900,66450,65000,63900,59900,59900
"New Franklin","OH","Akron","Summit",3429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129900,117000,119000,119000,115900,118900,128900,129500,125900,129900,133500,134000,124900,118900,119900,129900,121750,119850,124900,140450,142950,142500,139900,139900,139900,138500,135000,129400,129900,136900,136400,140000,147200,151200,146450,149900,150000,152576,159900,150000,152000,157950,164500,159450,158250,157500
"Blythewood","SC","Columbia","Richland",3430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234945,231990,231945,234990,249450,259900,264990,264900,259990,257995,258000,251030,259990,254700,252950,250945,254900,257885,259990,259000,258950,254403.5,259995,264900,265570,275000,269000,269990,269900,269990,269000,270085,270085,269965,269900,259945,263352,260990,264955,268986,268000,259000,254900,255000,254900,257106,259700,231800,231805,230000,234900,234900,234900,240900,231838,234675,231776
