"RegionName","State","Metro","CountyName","SizeRank","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08"
"Henderson","NV","Las Vegas","Clark",44,,,,,,,,,,,,,,,,,,,,,,,,1700,1700,1737.5,1700,1685,1600,1699,1595,1595,1550,1595,1595,1595,1595,1625,1597.5,1522.5,1525,1595,1600,1600,1595,1590,1595,1600,1600,1600,1600,1607.5,1599.5,1550,1595,1595,1595,1595,1597,1650,1690,1695,1750,1750,1750,1730,1700,1700,1650,1600,1600,1650,1695,1699.5,1775,1795,1799.5,1695,1695,1650,1690,1699,1650,1700,1700,1750,1795,1793,1850,1850,1812.5
"Orlando","FL","Orlando","Orange",45,,,,,,,,,,,,1350,1400,1450,1517,1595,1550,1575,1500,1495,1400,1400,1400,1400,1437.5,1450,1400,1455,1500,1495,1499,1495,1497,1495,1450,1450,1497.5,1495,1500,1550,1550,1550,1550,1595,1550,1525,1575,1550,1500,1500,1525,1595,1600,1600,1650,1650,1600,1575,1555,1595,1600,1599,1637,1690,1695,1695,1700,1685,1650,1650,1695,1695,1675,1675,1695,1695,1695,1695,1695,1695,1695,1695,1700,1750,1750,1750,1795,1839,1825,1875,1800
"Norfolk","VA","Virginia Beach","Norfolk City",46,,,,,,,,,,,,,,,1300,1350,1350,1375,1350,1300,1295,1350,1300,1295,1290,1350,1385,1300,1295,1350,1372.5,1350,1295,1295,1295,1295,1225,1275,1300,1250,1300,1300,1395,1350,1300,1395,1300,1300,1300,1300,1312.5,1350,1395,1395,1350,1350,1350,1300,1300,1350,1375,1400,1450,1400,1425,1512.5,1495,1475,1400,1400,1400,1395,1400,1400,1500,1350,1425,1425,1450,1400,1450,1400,1475,1400,1497,1450,1500,1490,1499,1500,1550
"Corona","CA","Riverside","Riverside",47,,,,,,,,,,,,,2100,2100,2100,2200,2300,2225,2295,2200,2150,2000,2100,2000,2095,2250,2150,2100,2200,2300,2200,2100,2100,2100,2100,2195,2200,2292.5,2200,2125,2200,2200,2200,2300,2300,2199.5,2250,2295,2300,2200,2200,2200,2300,2300,2300,2295,2295,2250,2200,2195,2195,2297.5,2300,2300,2300,2300,2400,2395,2400,2397.5,2400,2397.5,2390,2400,2350,2400,2387.5,2395,2300,2325,2450,2350,2397.5,2400,2450,2534,2500,2525,2500,2500,2550
"Chula Vista","CA","San Diego","San Diego",48,,,,,,,,,,,,,,,,,2400,2600,2495,2500,2500,2477.5,2500,2500,2474.5,2322.5,2400,2395,2400,2400,2400,2400,2300,2295,2250,2400,2450,2425,2450,2400,2495,2500,2595,2497,2450,2400,2495,2450,2450,2495,2475,2595,2500,2600,2550,2495,2500,2550,2575,2595,2495,2499,2525,2600,2500,2600,2600,2600,2600,2600,2685,2595,2595,2500,2499.5,2600,2600,2750,2600,2700,2750,2695,2600,2650,2650,2672.5,2795,2725,2762.5,2750,2699.5
"Chesapeake","VA","Virginia Beach","Chesapeake City",49,,,,,,,,,,,,1799,1747.5,1850,1895,1900,1895,1850,1850,1895,1895,1875,1800,1795,1850,1850,1925,1995,1995,1995,1995,1900,1885,1800,1850,1850,1850,1900,1967.5,1937.5,1900,1950,1895,1850,1895,1875,1897.5,1895,1850,1850,1850,1950,1995,1995,1895,1850,1800,1850,1850,1850,1850,1900,1900,1895,1900,1895,1895,1900,1895,1875,1895,1850,1800,1895,1900,1895,1850,1950,1900,1925,1800,1900,1895,1895,1795,1850,1900,1895,1950,1950,1950
"Garland","TX","Dallas-Fort Worth","Dallas",50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1650,1595,1479,1495,1725,1650,1585,1595,1610,1637.5,1650,1697.5,1725,1750,1700
"Fontana","CA","Riverside","San Bernardino",51,,,,,,,,,,,,,,,,2090,2100,2100,1999,1999,2000,1999,1950,1950,1900,1900,1900,1969,1900,1995,1969,1895,1895,1975,1962.5,1985,1977,1997.5,1997,1950,1950,1985,1950,1995,1999,1962.5,1989,1962.5,1995,1999,2000,2000,2050,2100,2100,2100,2062.5,2019,2000,2025,2100,2124.5,2149,2150,2182,2150,2097.5,2100,2100,2125,2125,2150,2100,2100,2150,2195,2150,2250,2150,2225,2250,2150,2172.5,2250,2200,2275,2300,2300,2295,2300,2300
"Fort Myers","FL","Fort Myers","Lee",52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800,1800,1800,1797.5,1900,1995,1937.5,1900,2000,1950,1900,1925,1937.5,1900,1997.5,2125,1900,1999,1975,1962.5,2147.5,2195,2100,2200,2150,2100,2295,2350,2350,2275,2297.5,2400,2200,2200,2350,2087.5,2075,2000,2100,2249,2200,2200,2200,2199.5
"North Las Vegas","NV","Las Vegas","Clark",53,,,,,,,,,,,,1295,1262.5,1297.5,1295,1200,1250,1250,1250,1250,1200,1200,1200,1200,1200,1200,1295,1250,1250,1200,1200,1200,1200,1195,1195,1200,1200,1200,1212.5,1250,1200,1248,1250,1250,1250,1250,1200,1200,1200,1200,1200,1225,1200,1250,1235,1250,1250,1250,1250,1250,1250,1295,1250,1295,1292.5,1295,1295,1295,1290,1250,1275,1250,1275,1295,1300,1300,1350,1345,1350,1299,1335,1300,1295,1300,1349,1375,1395,1375,1395,1400,1400
"Lawrenceville","GA","Atlanta","Gwinnett",54,,,,,,,1350,1350,1350,1300,1300,1295,1295,1300,1350,1300,1300,1250,1295,1295,1297.5,1272.5,1250,1250,1250,1250,1300,1300,1250,1280,1250,1295,1295,1300,1275,1275,1295,1300,1295,1295,1295,1299,1300,1300,1300,1300,1300,1300,1300,1320,1322.5,1375,1395,1375,1350,1365,1350,1350,1395,1400,1397,1400,1400,1425,1465,1475,1430,1450,1437,1425,1425,1450,1445,1470,1495,1495,1462.5,1475,1495,1500,1500,1497.5,1499,1500,1500,1550,1550,1595,1595,1550,1550
"Fremont","CA","San Francisco","Alameda",55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3590,3500,3550,3497.5,3450,3500,3425,3500,3675,3600,3650,3650,3650,3695
