8/2008,11543.95996
9/2008,10850.66016
10/2008,9325.009766
11/2008,8829.040039
12/2008,8776.389648
1/2009,8000.859863
2/2009,7062.930176
3/2009,7608.919922
4/2009,8168.120117
5/2009,8500.330078
6/2009,8447
7/2009,9171.610352
8/2009,9496.280273
9/2009,9712.280273
10/2009,9712.730469
11/2009,10344.83984
12/2009,10428.04981
1/2010,10067.33008
2/2010,10325.25977
3/2010,10856.62988
4/2010,11008.61035
5/2010,10136.62988
6/2010,9774.019531
7/2010,10465.94043
8/2010,10014.71973
9/2010,10788.04981
10/2010,11118.49023
11/2010,11006.01953
12/2010,11577.50977
1/2011,11891.92969
2/2011,12226.33984
3/2011,12319.73047
4/2011,12810.54004
5/2011,12569.79004
6/2011,12414.33984
7/2011,12143.24023
8/2011,11613.53027
9/2011,10913.37988
10/2011,11955.00977
11/2011,12045.67969
12/2011,12217.55957
1/2012,12632.91016
2/2012,12952.07031
3/2012,13212.04004
4/2012,13213.62988
5/2012,12393.4502
6/2012,12880.08984
7/2012,13008.67969
8/2012,13090.83984
9/2012,13437.12988
10/2012,13096.45996
11/2012,13025.58008
12/2012,13104.13965
1/2013,13860.58008
2/2013,14054.49023
3/2013,14578.54004
4/2013,14839.79981
5/2013,15115.57031
6/2013,14909.59961
7/2013,15499.54004
8/2013,14810.30957
9/2013,15129.66992
10/2013,15545.75
11/2013,16086.41016
12/2013,16576.66016
1/2014,15698.84961
2/2014,16321.70996
3/2014,16457.66016
4/2014,16580.83984
5/2014,16717.16992
6/2014,16826.59961
7/2014,16563.30078
8/2014,17098.44922
9/2014,17042.90039
10/2014,17390.51953
11/2014,17828.24023
12/2014,17823.07031
1/2015,17164.94922
2/2015,18132.69922
3/2015,17776.11914
4/2015,17840.51953
5/2015,18010.67969
6/2015,17619.50977
7/2015,17689.85938
8/2015,16528.0293
9/2015,16284.7002
10/2015,17663.53906
11/2015,17719.91992
12/2015,17425.0293
1/2016,16466.30078
2/2016,16516.5
3/2016,17685.08984
4/2016,17773.64063
5/2016,17787.19922
6/2016,17929.99023
7/2016,18432.24023
8/2016,18400.88086
9/2016,18308.15039
10/2016,18142.41992
11/2016,19123.58008
12/2016,19762.59961
1/2017,19864.08984
2/2017,20812.24023
3/2017,20663.2207
4/2017,20940.50977
5/2017,21008.65039
6/2017,21349.63086
7/2017,21891.11914
8/2017,21948.09961
9/2017,22405.08984
